date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:30:51	509765/509765	---M-Z	200	added ('OK')	text/css	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/css/plugins.css	D:/mavioooooo/mixdesign.club/themeforest/marvio/css/plugins.css	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:52	111323/111323	---M-Z	200	added ('OK')	text/css	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/css/main.css	D:/mavioooooo/mixdesign.club/themeforest/marvio/css/main.css	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:52	1095/1095	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/logo-loader.svg	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/logo-loader.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:53	4016/4016	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/logo.svg	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/logo.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:53	10704/10704	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/500x500-features-bg-1.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/backgrounds/500x500-features-bg-1.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:54	11300/11300	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-feature-1.svg	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/svg/icon-feature-1.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:54	6746/6746	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/500x500-features-bg-2.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/backgrounds/500x500-features-bg-2.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:54	12078/12078	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-feature-2.svg	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/svg/icon-feature-2.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:55	11988/11988	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/500x500-features-bg-3.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/backgrounds/500x500-features-bg-3.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:55	13949/13949	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-feature-3.svg	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/svg/icon-feature-3.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:55	12912/12912	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-1.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-1.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:56	67200/67200	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-2.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-2.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:56	22428/22428	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-3.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-3.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:58	30086/30086	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-4.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-4.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:59	22368/22368	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-5.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-5.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:59	9418/9418	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-1.svg	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/svg/icon-contact-1.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:59	122224/122224	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-6.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/portfolio/1000x1000-portfolio-6.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:30:59	5749/5749	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-2.svg	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/svg/icon-contact-2.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:31:00	10034/10034	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-3.svg	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/svg/icon-contact-3.svg	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:31:00	50742/50742	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x1500-project-image-1.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/projects/1200x1500-project-image-1.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:31:01	19040/19040	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x912-project-image-3.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/projects/1200x912-project-image-3.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:31:01	87958/87958	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x675-project-image-2.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/projects/1200x675-project-image-2.webp	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:31:03	6734/6734	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/js/gallery-init.js	D:/mavioooooo/mixdesign.club/themeforest/marvio/js/gallery-init.js	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:31:03	13747/13747	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/js/custom.js	D:/mavioooooo/mixdesign.club/themeforest/marvio/js/custom.js	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:31:05	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Apr%202025%2015:31:04%20GMT	http://mixdesign.club/robots.txt		(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:31:05	402260/402260	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/js/libs.min.js	D:/mavioooooo/mixdesign.club/themeforest/marvio/js/libs.min.js	(from https://mixdesign.club/themeforest/marvio/index-portfolio-slider.html)
18:31:06	25452/25452	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-regular-400.woff2	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-regular-400.woff2	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:31:06	156496/156496	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-solid-900.woff2	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-solid-900.woff2	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:31:07	419720/419720	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-solid-900.ttf	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-solid-900.ttf	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:31:08	117372/117372	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-brands-400.woff2	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-brands-400.woff2	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:31:08	68004/68004	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-regular-400.ttf	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-regular-400.ttf	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:31:08	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Apr%202025%2015:31:08%20GMT	https://mixdesign.club/themeforest/marvio/css/overlays/02.png	D:/mavioooooo/mixdesign.club/themeforest/marvio/css/overlays/02.png	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:31:09	1047/1047	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/default-skin.png	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/default-skin.png	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:31:09	207972/207972	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-brands-400.ttf	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Fontawesome/fa-brands-400.ttf	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:31:09	4053/4053	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/default-skin.svg	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/default-skin.svg	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:31:09	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Apr%202025%2015:31:09%20GMT	https://mixdesign.club/themeforest/marvio/img/preloader.gif	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/preloader.gif	(from https://mixdesign.club/themeforest/marvio/css/plugins.css)
18:31:10	33682/33682	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-main-1.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-main-1.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:11	48390/48390	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-1.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-1.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:11	65052/65052	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-main-2.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-main-2.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:11	33014/33014	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-3.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-3.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:12	27374/27374	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-1.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-1.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:12	149322/149322	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-2.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-slide-2.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:12	85518/85518	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-2.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-2.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:12	18008/18008	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-3.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/projects/1200x600-project-main-image-3.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:13	36234/36234	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-menu.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-menu.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:14	99922/99922	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-about.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-about.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:14	63816/63816	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-contact.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-contact.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:14	139540/139540	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-portfolio.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/backgrounds/960x1440-bg-portfolio.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:15	2319/2319	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-1.svg	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-1.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:15	43704/43704	---M--	200	added ('OK')	image/webp	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/backgrounds/1400x700-video-bg.webp	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/backgrounds/1400x700-video-bg.webp	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:15	5406/5406	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-2.svg	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-2.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:15	4251/4251	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-3.svg	D:/mavioooooo/mixdesign.club/themeforest/marvio/img/svg/icon-contact-bg-3.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:16	166368/166368	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.eot?	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Lightd41d.eot	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:16	52112/52112	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.woff2	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.woff2	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:17	73300/73300	---M--	200	added ('OK')	application/font-woff	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.woff	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.woff	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:17	159892/159892	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.ttf	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.ttf	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:18	440902/440902	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.svg	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Poppins-Light/Poppins-Light.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:18	164648/164648	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.eot?	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regulard41d.eot	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:18	52372/52372	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.woff2	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.woff2	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:18	73412/73412	---M--	200	added ('OK')	application/font-woff	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.woff	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.woff	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:19	158240/158240	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.ttf	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.ttf	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:19	19144/19144	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.eot?	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Mediumd41d.eot	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:19	434192/434192	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.svg	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Poppins-Regular/Poppins-Regular.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:20	8764/8764	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.woff2	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.woff2	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:20	11856/11856	---M--	200	added ('OK')	application/font-woff	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.woff	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.woff	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:21	156520/156520	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.ttf	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.ttf	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:21	54350/54350	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.svg	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Poppins-Medium/Poppins-Medium.svg	(from https://mixdesign.club/themeforest/marvio/css/main.css)
18:31:22	52244/52244	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2019%20Mar%202025%2017:44:52%20GMT	https://mixdesign.club/themeforest/marvio/fonts/Poppins-SemiBold/Poppins-SemiBold.woff2	D:/mavioooooo/mixdesign.club/themeforest/marvio/fonts/Poppins-SemiBold/Poppins-SemiBold.woff2	(from https://mixdesign.club/themeforest/marvio/css/main.css)
